TAZ,Poly,Area,Weight,GenEdge,PedEdge
-832,-63315,150,0.0006788374682077786,--63799#2,--63799#2
-832,-63832,844,0.0038195921544491008,-60129#2,-63210
-832,-62966,1170,0.005294932252020673,-62739,-62739
-832,-62067,301,0.0013622005195369424,-59804#1,-59804#1
-832,-63716,285,0.0012897911895947793,-62131#3,-62131#3
-832,-61194,128,0.0005792746395373044,-64074#2,-64074#2
-832,-64045,282,0.0012762144402306238,-62107#0,-61737
-832,-59765,276,0.0012490609415023125,-63410,-63410
-832,-63883,658,0.002977833693871455,--63764#3,-61926#1
-832,-62102,365,0.0016518378393055946,-64000,-64000
-832,-62767,337,0.0015251215119068092,-63429#4,-62873#1
-832,-63254,682,0.0030864476887847,-60129#2,-61228
-832,-62388,579,0.0026203126272820254,-63429#3,--63165#1
-832,-62372,1479,0.006693337436528697,-60340#3,-60340#3
-832,-60384,1025,0.00463872269941982,--64000,--64000
-832,-62791,322,0.0014572377650860313,--61093,--61093
-832,-64020,697,0.0031543314356054777,-63566,-63566
-832,-61815,281,0.0012716888571092386,-60794#1,-60794#1
-832,-62639,679,0.0030728709394205445,-62140#1,-62140#1
-832,-60455,588,0.002661042875374492,--63566,--63566
-832,-61023,720,0.003258419847397337,--62739,--62739
-832,-60617,1170,0.005294932252020673,-63067#5,-63067#5
