TAZ,Poly,Area,Weight,GenEdge,PedEdge
-2051,-178838,949,0.004823110270836192,-180038#0,-180038#0
-2051,-179742,447,0.002271791666031378,-180843#10,-180843#10
-2051,-178293,3878,0.019709190337516072,-180694#2,-177946#2
-2051,-181099,182,0.0009249800519411875,-181674#1,-178811
-2051,-181274,344,0.0017483139443283985,-180340#0,-180340#0
-2051,-178527,83,0.0004218315621490031,-180843#6,-178980#1
-2051,-177527,288,0.0014637046975772639,-180340#0,-180340#0
-2051,-178231,344,0.0017483139443283985,-180340#0,-180340#0
-2051,-180425,434,0.002205721662321293,-179353#2,-179353#2
-2051,-180354,110,0.0005590538775468715,-180803,-178811
-2051,-179518,414,0.002104075502767317,-180619#0,-180935#1
-2051,-180900,391,0.0019871824192802434,--180619#1,--180619#1
-2051,-179370,344,0.0017483139443283985,-181223#1,-181223#1
-2051,-180884,2600,0.013214000742016965,--181558#0,-177787
-2051,-177734,1352,0.006871280385848822,-178534#2,-180680#4
-2051,-181089,668,0.0033949817291028203,--179384#1,-181442
-2051,-180189,1959,0.009956241328312012,-180067#6,-181380#1
